Protein,7.499937301477814,1.2387671380116716,9.513299294443437,3.5980785865294362,3.7102187339572223,7.785651602120059,8.82934186151427,4.76728657585125,9.194230770737777,9.424825720007732,0.7159087879981241,9.204899323327865,7.278911763006394,3.280379836455439,0.9536017968365273,9.794562462821505,2.2879121604951393,9.534847870347706,9.541268636227429,8.848405058359951,5.7650056355055925,9.425382617751865,8.081226827189402,6.670738924835513,6.063066661381034,8.984463433859073,9.69119784813822,8.806529623105554,0.5612494629477649,4.817848290434862,2.524603469550412,6.990931982739422,3.2281927686075007,6.345567784843431,2.665699487622464,5.621626193884719,8.152741978836808,5.115392947011399,2.7184546961672087,9.010686643430253
D0-0.5-40,55.98711404387918,9.543793820226655,68.53495368882496,27.672008881444466,28.834844544434613,52.76222611978047,70.62445494673757,36.37814874026661,59.789998812166345,82.32566368535794,4.564218087530475,66.99270216724129,50.698368906241406,22.475845657514093,7.1699840452851475,70.26129097889682,17.31580973844802,81.2197449388764,74.567669871236,67.3984950510729,43.34587636610252,75.22377714319077,57.765025543869264,46.037304813321214,41.129825776185854,62.77838100711879,67.76744306552469,64.85394227253853,3.637063131829279,36.97860495677425,17.70140468328635,49.177939671707996,24.01798478120322,50.2919642545448,18.631306273036714,42.91974670134966,72.38878135382262,35.37972440523805,18.604844542624836,62.384296348101614
H1,65.76512467771728,10.091462253311377,71.03891311786077,23.427937276616266,30.63343789451011,57.85977884640151,62.49293742012909,39.78757413320836,77.77380075218726,72.34998794403566,5.854755025409129,78.67858783156584,62.115330699033066,25.923477314542463,7.849598958915931,68.91088538932688,15.434835049874065,69.79223492695105,88.12547066464107,63.587335020151606,44.973265875316166,78.23748579497259,67.71386469354259,55.33610929192235,43.57895393535388,73.2306092986947,79.76762693217813,74.75634681817334,4.62251478182429,37.49994674561484,20.93317618066114,60.11579938202845,24.58725339304715,47.39184143835587,21.855731452749318,46.58250621443476,59.73952665290903,37.08734928150307,23.404996213831286,67.02686841345029
H2,70.4639503000166,11.297273186239007,70.81499159294394,34.45045970118079,33.57924131372227,69.06153214987297,87.2992122692751,49.126370718298375,89.40240624115472,96.03075255138556,6.0742137936501726,85.59071446344497,64.79314086360287,31.61689692991752,8.557800768808553,93.15222239297532,23.527860336075552,88.49805315429691,76.6113486263457,86.80656713292541,54.784415305401716,91.92952542194182,78.59428354967663,68.5450929330152,57.86388572682381,85.96946405633184,83.05501621355259,81.79700389644894,5.022346927268903,48.36918258343264,19.049253045401613,62.42342008261601,29.506110746364204,60.50225961997736,25.714157746249708,59.89608058955856,68.26374109199169,46.068910983894234,25.943765277155883,98.9595822151787
D3-2.0-40,113.28691375169974,21.93854083191966,155.82911598799083,52.10657259184206,57.20408398890513,129.56115358517087,129.92263480984388,77.92605405092952,144.49058065046657,164.13384612130784,11.079001711076055,164.0527228200377,119.30853033743344,52.348646924932225,15.08167970313885,168.21854413698318,37.83355713686571,149.38526899198573,150.23225930457048,163.22778174601893,98.02151219942239,178.0103931490249,143.98035511195806,91.94053575109261,111.26620490156601,147.204785525411,170.10900088843422,144.9605989692103,9.845028425567945,83.12624014969404,37.26488962851089,99.47184813660985,53.19967311465549,103.17958714271577,41.571789146973565,96.19734902388485,123.17427942136342,84.06828606669751,45.458966433220745,149.84083191613328
D4-0.9-28,55.029266358262596,9.128985817899498,35.74058761987131,29.6273518735634,10.20087676647713,34.02633890972191,70.64490489394674,27.03066585923355,69.26919077044082,59.72841728114063,6.431001422711919,34.84477394690696,54.02663226950038,19.772737887598318,7.509480064167917,70.60596505811536,7.889787015938974,82.07293944615401,22.45299103787564,57.33249900111892,42.74226067961206,74.43219238929969,102.34215600844216,20.255181750848433,42.85752363557833,49.312663488299464,51.172793656768214,72.02096590632456,10.326222903549821,39.5890893603018,18.362149219393356,43.587042058275856,23.111886475137524,38.57861328916619,9.965642839832672,57.622454755891184,56.35229348720803,53.72454295441501,19.9222269219677,40.73307279015896
D5-0.9-28,55.114325583240024,11.331042828978719,38.882231742153294,29.10190351310139,12.48877338938072,42.15610794549171,78.46598687382193,36.907349648921866,73.96425174859887,78.8319407191384,7.685873314868475,32.38026211839121,64.07134578679434,22.959187790266572,8.941955719903467,76.33761909162756,10.021860039832697,80.81432862809969,22.19929091648347,59.560853406082074,42.78119456088058,81.88758642743106,111.04489452790511,16.36416737802364,44.395448753354415,47.339699900454725,51.46131318815255,82.14572166371003,11.034704454707136,40.77770044347743,17.984968603547962,45.5469328883308,27.29423573504591,42.19291852557746,10.647069193542476,56.498036732968785,60.20456604599322,50.35409857471293,24.80112779252333,40.815167222613155
H6,118.45806864446907,19.672002084105124,165.03455571406448,56.08096537057286,62.36386575778535,132.48699538288616,130.9049398747296,63.22084530910306,146.1951017591756,125.13576637545985,13.171869754366908,150.15593103047203,112.55817805723852,50.407068628828185,14.652173893607609,170.59703331647492,37.93925639101075,138.11641444413735,166.7714774376525,137.36093266279212,89.81072488763319,143.62872409025286,117.24849439401098,90.3541994821657,78.35045944720972,151.25654232458078,136.03505832902164,128.39438220466727,10.22687241916148,76.29536075469798,39.63012449083154,116.96143532076033,49.06141996545847,110.58930091967602,44.802886270541485,89.32175965161333,126.77002358769323,69.37706411626395,47.38300529943548,137.14439823886957
D7-0.9-28,87.5027809152216,15.754814552378166,53.1990056906189,36.46979009066784,18.203896723846693,55.371648044587424,110.62360344310285,44.45337860919069,110.62764921150087,103.08732982652302,9.517913883816215,40.82095259965924,94.06084733076844,27.730609600086026,10.752589047379784,126.35175273983764,15.759086784110073,120.08324791471891,29.77487189671579,71.51615497768599,56.93778717446142,117.57043187307461,128.38382264930223,25.25425015349444,61.079913174870306,67.53230423484038,72.13983294750471,102.17713792974263,15.066639878271937,48.42169567405041,27.2710439376197,58.62140371300354,34.95681033173865,59.01760010460975,15.860747887468985,98.72593919013728,100.36447949403986,76.97266834776642,31.4169844497508,54.02658121887245
D8-0.9-28,58.29531079222646,10.094921276090481,39.2743793780417,31.217827131246047,14.565136680603198,44.43748100488219,64.19374522866455,31.43769662291824,67.9210547433597,80.18935327026799,7.657093934853732,27.325793578269657,60.14453270729596,17.86934286545624,8.020011928442011,68.77787486203391,9.391480053450472,72.4488329541092,21.689140112495043,54.478424185311454,47.79292491005655,80.42131679911088,94.80107041497051,18.879124134190548,44.922785086077084,42.42242657759651,50.87881744541341,77.08067419374942,9.162846844824276,37.95147511144379,19.80412758362685,38.72793934099103,27.41206243922173,41.824123015532194,9.158076327223094,60.60335559008199,55.80027200079029,43.23420848694613,23.188920453518584,34.56891425284393
